year,state,county,candidate,party,votes
2000,Arkansas,St. Francis,Al Gore,DEM,4986
2000,Arkansas,St. Francis,George W. Bush,REP,3414
2000,Arkansas,St. Francis,Other,Other,96
2000,Arkansas,Stone,Al Gore,DEM,2043
2000,Arkansas,Stone,George W. Bush,REP,2623
2000,Arkansas,Stone,Other,Other,194
2000,Arkansas,Union,Al Gore,DEM,6261
2000,Arkansas,Union,George W. Bush,REP,8647
2000,Arkansas,Union,Other,Other,701
2000,Arkansas,Van Buren,Al Gore,DEM,3202
2000,Arkansas,Van Buren,George W. Bush,REP,3485
2000,Arkansas,Van Buren,Other,Other,297
2000,Arkansas,Washington,Al Gore,DEM,21425
2000,Arkansas,Washington,George W. Bush,REP,28231
2000,Arkansas,Washington,Other,Other,1803
2000,Arkansas,White,Al Gore,DEM,8342
2000,Arkansas,White,George W. Bush,REP,13170
2000,Arkansas,White,Other,Other,638
2000,Arkansas,Woodruff,Al Gore,DEM,1699
2000,Arkansas,Woodruff,George W. Bush,REP,898
2000,Arkansas,Woodruff,Other,Other,54
2000,Arkansas,Yell,Al Gore,DEM,3062
2000,Arkansas,Yell,George W. Bush,REP,3223
2000,Arkansas,Yell,Other,Other,194
2000,California,Alameda,Al Gore,DEM,342889
2000,California,Alameda,George W. Bush,REP,119279
2000,California,Alameda,Other,Other,32168
2000,California,Alpine,Al Gore,DEM,265
2000,California,Alpine,George W. Bush,REP,281
2000,California,Alpine,Other,Other,40
2000,California,Amador,Al Gore,DEM,5906
2000,California,Amador,George W. Bush,REP,8766
2000,California,Amador,Other,Other,792
2000,California,Butte,Al Gore,DEM,31338
2000,California,Butte,George W. Bush,REP,45584
2000,California,Butte,Other,Other,6799
2000,California,Calaveras,Al Gore,DEM,7093
2000,California,Calaveras,George W. Bush,REP,10599
2000,California,Calaveras,Other,Other,1184
2000,California,Colusa,Al Gore,DEM,1745
2000,California,Colusa,George W. Bush,REP,3629
2000,California,Colusa,Other,Other,216
2000,California,Contra Costa,Al Gore,DEM,224338
2000,California,Contra Costa,George W. Bush,REP,141373
2000,California,Contra Costa,Other,Other,15767
2000,California,Del Norte,Al Gore,DEM,3117
2000,California,Del Norte,George W. Bush,REP,4526
2000,California,Del Norte,Other,Other,651
2000,California,El Dorado,Al Gore,DEM,26220
2000,California,El Dorado,George W. Bush,REP,42045
2000,California,El Dorado,Other,Other,3871
2000,California,Fresno,Al Gore,DEM,95059
2000,California,Fresno,George W. Bush,REP,117342
2000,California,Fresno,Other,Other,8434
2000,California,Glenn,Al Gore,DEM,2498
2000,California,Glenn,George W. Bush,REP,5795
2000,California,Glenn,Other,Other,418
2000,California,Humboldt,Al Gore,DEM,24851
2000,California,Humboldt,George W. Bush,REP,23219
2000,California,Humboldt,Other,Other,7902
2000,California,Imperial,Al Gore,DEM,15489
2000,California,Imperial,George W. Bush,REP,12524
2000,California,Imperial,Other,Other,924
2000,California,Inyo,Al Gore,DEM,2652
2000,California,Inyo,George W. Bush,REP,4713
2000,California,Inyo,Other,Other,450
2000,California,Kern,Al Gore,DEM,66003
2000,California,Kern,George W. Bush,REP,110663
2000,California,Kern,Other,Other,5642
2000,California,Kings,Al Gore,DEM,11041
2000,California,Kings,George W. Bush,REP,16377
2000,California,Kings,Other,Other,917
2000,California,Lake,Al Gore,DEM,10717
2000,California,Lake,George W. Bush,REP,8699
2000,California,Lake,Other,Other,1503
2000,California,Lassen,Al Gore,DEM,2982
2000,California,Lassen,George W. Bush,REP,7080
2000,California,Lassen,Other,Other,524
2000,California,Los Angeles,Al Gore,DEM,1710505
2000,California,Los Angeles,George W. Bush,REP,871930
2000,California,Los Angeles,Other,Other,112719
2000,California,Madera,Al Gore,DEM,11650
2000,California,Madera,George W. Bush,REP,20283
2000,California,Madera,Other,Other,1462
2000,California,Marin,Al Gore,DEM,79135
2000,California,Marin,George W. Bush,REP,34872
2000,California,Marin,Other,Other,9148
2000,California,Mariposa,Al Gore,DEM,2816
2000,California,Mariposa,George W. Bush,REP,4727
2000,California,Mariposa,Other,Other,531
2000,California,Mendocino,Al Gore,DEM,16634
2000,California,Mendocino,George W. Bush,REP,12272
2000,California,Mendocino,Other,Other,5504
2000,California,Merced,Al Gore,DEM,22726
2000,California,Merced,George W. Bush,REP,26102
2000,California,Merced,Other,Other,1590
2000,California,Modoc,Al Gore,DEM,945
2000,California,Modoc,George W. Bush,REP,2969
2000,California,Modoc,Other,Other,193
2000,California,Mono,Al Gore,DEM,1788
2000,California,Mono,George W. Bush,REP,2296
2000,California,Mono,Other,Other,287
2000,California,Monterey,Al Gore,DEM,67618
2000,California,Monterey,George W. Bush,REP,43761
2000,California,Monterey,Other,Other,6155
2000,California,Napa,Al Gore,DEM,28097
2000,California,Napa,George W. Bush,REP,20633
2000,California,Napa,Other,Other,2994
2000,California,Nevada,Al Gore,DEM,17670
2000,California,Nevada,George W. Bush,REP,25998
2000,California,Nevada,Other,Other,3811
2000,California,Orange,Al Gore,DEM,391819
2000,California,Orange,George W. Bush,REP,541299
2000,California,Orange,Other,Other,37787
2000,California,Placer,Al Gore,DEM,42449
2000,California,Placer,George W. Bush,REP,69835
2000,California,Placer,Other,Other,5515
2000,California,Plumas,Al Gore,DEM,3458
2000,California,Plumas,George W. Bush,REP,6343
2000,California,Plumas,Other,Other,600
2000,California,Riverside,Al Gore,DEM,202576
2000,California,Riverside,George W. Bush,REP,231955
2000,California,Riverside,Other,Other,16596
2000,California,Sacramento,Al Gore,DEM,212792
2000,California,Sacramento,George W. Bush,REP,195619
2000,California,Sacramento,Other,Other,23139
2000,California,San Benito,Al Gore,DEM,9131
2000,California,San Benito,George W. Bush,REP,7015
2000,California,San Benito,Other,Other,685
2000,California,San Bernardino,Al Gore,DEM,214749
2000,California,San Bernardino,George W. Bush,REP,221757
2000,California,San Bernardino,Other,Other,18387
2000,California,San Diego,Al Gore,DEM,437666
2000,California,San Diego,George W. Bush,REP,475736
2000,California,San Diego,Other,Other,45232
2000,California,San Francisco,Al Gore,DEM,241578
2000,California,San Francisco,George W. Bush,REP,51496
2000,California,San Francisco,Other,Other,26712
2000,California,San Joaquin,Al Gore,DEM,79776
2000,California,San Joaquin,George W. Bush,REP,81773
2000,California,San Joaquin,Other,Other,5690
2000,California,San Luis Obispo,Al Gore,DEM,44526
2000,California,San Luis Obispo,George W. Bush,REP,56859
2000,California,San Luis Obispo,Other,Other,7501
2000,California,San Mateo,Al Gore,DEM,166757
2000,California,San Mateo,George W. Bush,REP,80296
2000,California,San Mateo,Other,Other,12346
2000,California,Santa Barbara,Al Gore,DEM,73411
2000,California,Santa Barbara,George W. Bush,REP,71493
2000,California,Santa Barbara,Other,Other,10070
2000,California,Santa Clara,Al Gore,DEM,332490
2000,California,Santa Clara,George W. Bush,REP,188750
2000,California,Santa Clara,Other,Other,26889
2000,California,Santa Cruz,Al Gore,DEM,66618
2000,California,Santa Cruz,George W. Bush,REP,29627
2000,California,Santa Cruz,Other,Other,12105
2000,California,Shasta,Al Gore,DEM,20127
2000,California,Shasta,George W. Bush,REP,43278
2000,California,Shasta,Other,Other,3139
2000,California,Sierra,Al Gore,DEM,540
2000,California,Sierra,George W. Bush,REP,1172
2000,California,Sierra,Other,Other,135
2000,California,Siskiyou,Al Gore,DEM,6323
2000,California,Siskiyou,George W. Bush,REP,12198
2000,California,Siskiyou,Other,Other,1298
2000,California,Solano,Al Gore,DEM,75116
2000,California,Solano,George W. Bush,REP,51604
2000,California,Solano,Other,Other,5015
2000,California,Sonoma,Al Gore,DEM,117295
2000,California,Sonoma,George W. Bush,REP,63529
2000,California,Sonoma,Other,Other,16182
2000,California,Stanislaus,Al Gore,DEM,56448
2000,California,Stanislaus,George W. Bush,REP,67188
2000,California,Stanislaus,Other,Other,4631
2000,California,Sutter,Al Gore,DEM,8416
2000,California,Sutter,George W. Bush,REP,17350
2000,California,Sutter,Other,Other,798
2000,California,Tehama,Al Gore,DEM,6507
2000,California,Tehama,George W. Bush,REP,13270
2000,California,Tehama,Other,Other,1077
2000,California,Trinity,Al Gore,DEM,1932
2000,California,Trinity,George W. Bush,REP,3340
2000,California,Trinity,Other,Other,525
2000,California,Tulare,Al Gore,DEM,33006
2000,California,Tulare,George W. Bush,REP,54070
2000,California,Tulare,Other,Other,2742
2000,California,Tuolumne,Al Gore,DEM,9359
2000,California,Tuolumne,George W. Bush,REP,13172
2000,California,Tuolumne,Other,Other,1196
2000,California,Ventura,Al Gore,DEM,133258
2000,California,Ventura,George W. Bush,REP,136173
2000,California,Ventura,Other,Other,13261
2000,California,Yolo,Al Gore,DEM,33747
2000,California,Yolo,George W. Bush,REP,23057
2000,California,Yolo,Other,Other,4632
2000,California,Yuba,Al Gore,DEM,5546
2000,California,Yuba,George W. Bush,REP,9838
2000,California,Yuba,Other,Other,743
2000,Colorado,Adams,Al Gore,DEM,54132
2000,Colorado,Adams,George W. Bush,REP,47561
2000,Colorado,Adams,Other,Other,6159
2000,Colorado,Alamosa,Al Gore,DEM,2455
2000,Colorado,Alamosa,George W. Bush,REP,2857
2000,Colorado,Alamosa,Other,Other,347
2000,Colorado,Arapahoe,Al Gore,DEM,82614
2000,Colorado,Arapahoe,George W. Bush,REP,97768
2000,Colorado,Arapahoe,Other,Other,9560
2000,Colorado,Archuleta,Al Gore,DEM,1432
2000,Colorado,Archuleta,George W. Bush,REP,2988
2000,Colorado,Archuleta,Other,Other,338
2000,Colorado,Baca,Al Gore,DEM,531
2000,Colorado,Baca,George W. Bush,REP,1663
2000,Colorado,Baca,Other,Other,84
2000,Colorado,Bent,Al Gore,DEM,783
2000,Colorado,Bent,George W. Bush,REP,1096
2000,Colorado,Bent,Other,Other,84
2000,Colorado,Boulder,Al Gore,DEM,69983
2000,Colorado,Boulder,George W. Bush,REP,50873
2000,Colorado,Boulder,Other,Other,18770
2000,Colorado,Chaffee,Al Gore,DEM,2768
2000,Colorado,Chaffee,George W. Bush,REP,4300
2000,Colorado,Chaffee,Other,Other,542
2000,Colorado,Cheyenne,Al Gore,DEM,209
2000,Colorado,Cheyenne,George W. Bush,REP,957
2000,Colorado,Cheyenne,Other,Other,46
2000,Colorado,Clear Creek,Al Gore,DEM,2188
2000,Colorado,Clear Creek,George W. Bush,REP,2247
2000,Colorado,Clear Creek,Other,Other,489
2000,Colorado,Conejos,Al Gore,DEM,1749
2000,Colorado,Conejos,George W. Bush,REP,1772
2000,Colorado,Conejos,Other,Other,150
2000,Colorado,Costilla,Al Gore,DEM,1054
2000,Colorado,Costilla,George W. Bush,REP,504
2000,Colorado,Costilla,Other,Other,90
2000,Colorado,Crowley,Al Gore,DEM,511
2000,Colorado,Crowley,George W. Bush,REP,855
2000,Colorado,Crowley,Other,Other,79
2000,Colorado,Custer,Al Gore,DEM,507
2000,Colorado,Custer,George W. Bush,REP,1451
2000,Colorado,Custer,Other,Other,153
2000,Colorado,Delta,Al Gore,DEM,3264
2000,Colorado,Delta,George W. Bush,REP,8372
2000,Colorado,Delta,Other,Other,1050
2000,Colorado,Denver,Al Gore,DEM,122693
2000,Colorado,Denver,George W. Bush,REP,61224
2000,Colorado,Denver,Other,Other,14430
2000,Colorado,Dolores,Al Gore,DEM,293
2000,Colorado,Dolores,George W. Bush,REP,741
2000,Colorado,Dolores,Other,Other,100
2000,Colorado,Douglas,Al Gore,DEM,27076
2000,Colorado,Douglas,George W. Bush,REP,56007
2000,Colorado,Douglas,Other,Other,3142
2000,Colorado,Eagle,Al Gore,DEM,6772
2000,Colorado,Eagle,George W. Bush,REP,7165
2000,Colorado,Eagle,Other,Other,1251
2000,Colorado,El Paso,Al Gore,DEM,61799
2000,Colorado,El Paso,George W. Bush,REP,128294
2000,Colorado,El Paso,Other,Other,10664
2000,Colorado,Elbert,Al Gore,DEM,2326
2000,Colorado,Elbert,George W. Bush,REP,6151
2000,Colorado,Elbert,Other,Other,488
2000,Colorado,Fremont,Al Gore,DEM,5293
2000,Colorado,Fremont,George W. Bush,REP,9914
2000,Colorado,Fremont,Other,Other,849
2000,Colorado,Garfield,Al Gore,DEM,6087
2000,Colorado,Garfield,George W. Bush,REP,9103
2000,Colorado,Garfield,Other,Other,1914
2000,Colorado,Gilpin,Al Gore,DEM,1099
2000,Colorado,Gilpin,George W. Bush,REP,1006
2000,Colorado,Gilpin,Other,Other,360
2000,Colorado,Grand,Al Gore,DEM,2308
2000,Colorado,Grand,George W. Bush,REP,3570
2000,Colorado,Grand,Other,Other,475
2000,Colorado,Gunnison,Al Gore,DEM,3059
2000,Colorado,Gunnison,George W. Bush,REP,3128
2000,Colorado,Gunnison,Other,Other,1049
2000,Colorado,Hinsdale,Al Gore,DEM,188
2000,Colorado,Hinsdale,George W. Bush,REP,316
2000,Colorado,Hinsdale,Other,Other,62
2000,Colorado,Huerfano,Al Gore,DEM,1495
2000,Colorado,Huerfano,George W. Bush,REP,1466
2000,Colorado,Huerfano,Other,Other,213
2000,Colorado,Jackson,Al Gore,DEM,173
2000,Colorado,Jackson,George W. Bush,REP,682
2000,Colorado,Jackson,Other,Other,70
2000,Colorado,Jefferson,Al Gore,DEM,100970
2000,Colorado,Jefferson,George W. Bush,REP,120138
2000,Colorado,Jefferson,Other,Other,14383
2000,Colorado,Kiowa,Al Gore,DEM,211
2000,Colorado,Kiowa,George W. Bush,REP,728
2000,Colorado,Kiowa,Other,Other,29
2000,Colorado,Kit Carson,Al Gore,DEM,809
2000,Colorado,Kit Carson,George W. Bush,REP,2542
2000,Colorado,Kit Carson,Other,Other,107
2000,Colorado,La Plata,Al Gore,DEM,7864
2000,Colorado,La Plata,George W. Bush,REP,9993
2000,Colorado,La Plata,Other,Other,2633
2000,Colorado,Lake,Al Gore,DEM,1296
2000,Colorado,Lake,George W. Bush,REP,1056
2000,Colorado,Lake,Other,Other,276
2000,Colorado,Larimer,Al Gore,DEM,46055
2000,Colorado,Larimer,George W. Bush,REP,62429
2000,Colorado,Larimer,Other,Other,10053
2000,Colorado,Las Animas,Al Gore,DEM,3243
2000,Colorado,Las Animas,George W. Bush,REP,2569
2000,Colorado,Las Animas,Other,Other,282
2000,Colorado,Lincoln,Al Gore,DEM,510
2000,Colorado,Lincoln,George W. Bush,REP,1630
2000,Colorado,Lincoln,Other,Other,59
2000,Colorado,Logan,Al Gore,DEM,2296
2000,Colorado,Logan,George W. Bush,REP,5531
2000,Colorado,Logan,Other,Other,269
2000,Colorado,Mesa,Al Gore,DEM,15465
2000,Colorado,Mesa,George W. Bush,REP,32396
2000,Colorado,Mesa,Other,Other,3193
2000,Colorado,Mineral,Al Gore,DEM,168
2000,Colorado,Mineral,George W. Bush,REP,294
2000,Colorado,Mineral,Other,Other,24
2000,Colorado,Moffat,Al Gore,DEM,1223
2000,Colorado,Moffat,George W. Bush,REP,3840
2000,Colorado,Moffat,Other,Other,274
2000,Colorado,Montezuma,Al Gore,DEM,2556
2000,Colorado,Montezuma,George W. Bush,REP,6158
2000,Colorado,Montezuma,Other,Other,670
2000,Colorado,Montrose,Al Gore,DEM,4041
2000,Colorado,Montrose,George W. Bush,REP,9266
2000,Colorado,Montrose,Other,Other,908
2000,Colorado,Morgan,Al Gore,DEM,2885
2000,Colorado,Morgan,George W. Bush,REP,5722
2000,Colorado,Morgan,Other,Other,391
2000,Colorado,Otero,Al Gore,DEM,2963
2000,Colorado,Otero,George W. Bush,REP,4082
2000,Colorado,Otero,Other,Other,267
2000,Colorado,Ouray,Al Gore,DEM,705
2000,Colorado,Ouray,George W. Bush,REP,1279
2000,Colorado,Ouray,Other,Other,249
2000,Colorado,Park,Al Gore,DEM,2393
2000,Colorado,Park,George W. Bush,REP,3677
2000,Colorado,Park,Other,Other,595
2000,Colorado,Phillips,Al Gore,DEM,564
2000,Colorado,Phillips,George W. Bush,REP,1573
2000,Colorado,Phillips,Other,Other,83
2000,Colorado,Pitkin,Al Gore,DEM,4137
2000,Colorado,Pitkin,George W. Bush,REP,2565
2000,Colorado,Pitkin,Other,Other,1098
2000,Colorado,Prowers,Al Gore,DEM,1361
2000,Colorado,Prowers,George W. Bush,REP,3026
2000,Colorado,Prowers,Other,Other,137
2000,Colorado,Pueblo,Al Gore,DEM,28888
2000,Colorado,Pueblo,George W. Bush,REP,22827
2000,Colorado,Pueblo,Other,Other,2231
2000,Colorado,Rio Blanco,Al Gore,DEM,543
2000,Colorado,Rio Blanco,George W. Bush,REP,2185
2000,Colorado,Rio Blanco,Other,Other,127
2000,Colorado,Rio Grande,Al Gore,DEM,1707
2000,Colorado,Rio Grande,George W. Bush,REP,3111
2000,Colorado,Rio Grande,Other,Other,257
2000,Colorado,Routt,Al Gore,DEM,4208
2000,Colorado,Routt,George W. Bush,REP,4472
2000,Colorado,Routt,Other,Other,958
2000,Colorado,Saguache,Al Gore,DEM,1145
2000,Colorado,Saguache,George W. Bush,REP,1078
2000,Colorado,Saguache,Other,Other,306
2000,Colorado,San Juan,Al Gore,DEM,149
2000,Colorado,San Juan,George W. Bush,REP,210
2000,Colorado,San Juan,Other,Other,77
2000,Colorado,San Miguel,Al Gore,DEM,1598
2000,Colorado,San Miguel,George W. Bush,REP,1043
2000,Colorado,San Miguel,Other,Other,614
2000,Colorado,Sedgwick,Al Gore,DEM,384
2000,Colorado,Sedgwick,George W. Bush,REP,877
2000,Colorado,Sedgwick,Other,Other,42
2000,Colorado,Summit,Al Gore,DEM,5304
2000,Colorado,Summit,George W. Bush,REP,4497
2000,Colorado,Summit,Other,Other,1267
2000,Colorado,Teller,Al Gore,DEM,2750
2000,Colorado,Teller,George W. Bush,REP,6477
2000,Colorado,Teller,Other,Other,620
2000,Colorado,Washington,Al Gore,DEM,477
2000,Colorado,Washington,George W. Bush,REP,1878
2000,Colorado,Washington,Other,Other,90
2000,Colorado,Weld,Al Gore,DEM,23436
2000,Colorado,Weld,George W. Bush,REP,37409
2000,Colorado,Weld,Other,Other,3696
2000,Colorado,Yuma,Al Gore,DEM,1082
2000,Colorado,Yuma,George W. Bush,REP,3156
2000,Colorado,Yuma,Other,Other,120
2000,Connecticut,Fairfield,Al Gore,DEM,193769
2000,Connecticut,Fairfield,George W. Bush,REP,159659
2000,Connecticut,Fairfield,Other,Other,16861
2000,Connecticut,Hartford,Al Gore,DEM,221167
2000,Connecticut,Hartford,George W. Bush,REP,127468
2000,Connecticut,Hartford,Other,Other,18921
2000,Connecticut,Litchfield,Al Gore,DEM,41806
2000,Connecticut,Litchfield,George W. Bush,REP,39172
2000,Connecticut,Litchfield,Other,Other,6360
2000,Connecticut,Middlesex,Al Gore,DEM,43319
2000,Connecticut,Middlesex,George W. Bush,REP,29295
2000,Connecticut,Middlesex,Other,Other,4819
2000,Connecticut,New Haven,Al Gore,DEM,197928
2000,Connecticut,New Haven,George W. Bush,REP,122919
2000,Connecticut,New Haven,Other,Other,20252
2000,Connecticut,New London,Al Gore,DEM,60449
2000,Connecticut,New London,George W. Bush,REP,41168
2000,Connecticut,New London,Other,Other,7530
2000,Connecticut,Statewide writein,Al Gore,DEM,NA
2000,Connecticut,Statewide writein,George W. Bush,REP,NA
2000,Connecticut,Statewide writein,Other,Other,NA
2000,Connecticut,Tolland,Al Gore,DEM,33554
2000,Connecticut,Tolland,George W. Bush,REP,24705
2000,Connecticut,Tolland,Other,Other,4441
2000,Connecticut,Windham,Al Gore,DEM,24023
2000,Connecticut,Windham,George W. Bush,REP,16708
2000,Connecticut,Windham,Other,Other,3232
2000,Delaware,Kent,Al Gore,DEM,22790
2000,Delaware,Kent,George W. Bush,REP,24081
2000,Delaware,Kent,Other,Other,1376
2000,Delaware,New Castle,Al Gore,DEM,127539
2000,Delaware,New Castle,George W. Bush,REP,78587
2000,Delaware,New Castle,Other,Other,6869
2000,Delaware,Sussex,Al Gore,DEM,29739
2000,Delaware,Sussex,George W. Bush,REP,34620
2000,Delaware,Sussex,Other,Other,1928
2000,District of Columbia,District of Columbia,Al Gore,DEM,171923
2000,District of Columbia,District of Columbia,George W. Bush,REP,18073
2000,District of Columbia,District of Columbia,Other,Other,11898
2000,Florida,Alachua,Al Gore,DEM,47365
2000,Florida,Alachua,George W. Bush,REP,34124
2000,Florida,Alachua,Other,Other,4240
2000,Florida,Baker,Al Gore,DEM,2392
2000,Florida,Baker,George W. Bush,REP,5610
2000,Florida,Baker,Other,Other,152
2000,Florida,Bay,Al Gore,DEM,18850
2000,Florida,Bay,George W. Bush,REP,38637
2000,Florida,Bay,Other,Other,1318
2000,Florida,Bradford,Al Gore,DEM,3075
2000,Florida,Bradford,George W. Bush,REP,5414
2000,Florida,Bradford,Other,Other,184
2000,Florida,Brevard,Al Gore,DEM,97318
2000,Florida,Brevard,George W. Bush,REP,115185
2000,Florida,Brevard,Other,Other,5892
2000,Florida,Broward,Al Gore,DEM,387703
2000,Florida,Broward,George W. Bush,REP,177902
2000,Florida,Broward,Other,Other,9538
2000,Florida,Calhoun,Al Gore,DEM,2155
2000,Florida,Calhoun,George W. Bush,REP,2873
2000,Florida,Calhoun,Other,Other,146
2000,Florida,Charlotte,Al Gore,DEM,29645
2000,Florida,Charlotte,George W. Bush,REP,35426
2000,Florida,Charlotte,Other,Other,1825
2000,Florida,Citrus,Al Gore,DEM,25525
2000,Florida,Citrus,George W. Bush,REP,29767
2000,Florida,Citrus,Other,Other,1914
2000,Florida,Clay,Al Gore,DEM,14632
2000,Florida,Clay,George W. Bush,REP,41736
2000,Florida,Clay,Other,Other,985
2000,Florida,Collier,Al Gore,DEM,29921
2000,Florida,Collier,George W. Bush,REP,60450
2000,Florida,Collier,Other,Other,1791
2000,Florida,Columbia,Al Gore,DEM,7047
2000,Florida,Columbia,George W. Bush,REP,10964
2000,Florida,Columbia,Other,Other,497
2000,Florida,Desoto,Al Gore,DEM,3320
2000,Florida,Desoto,George W. Bush,REP,4256
2000,Florida,Desoto,Other,Other,241
2000,Florida,Dixie,Al Gore,DEM,1826
2000,Florida,Dixie,George W. Bush,REP,2697
2000,Florida,Dixie,Other,Other,143
2000,Florida,Duval,Al Gore,DEM,107864
2000,Florida,Duval,George W. Bush,REP,152098
2000,Florida,Duval,Other,Other,4674
2000,Florida,Escambia,Al Gore,DEM,40943
2000,Florida,Escambia,George W. Bush,REP,73017
2000,Florida,Escambia,Other,Other,2688
2000,Florida,Flagler,Al Gore,DEM,13897
2000,Florida,Flagler,George W. Bush,REP,12613
2000,Florida,Flagler,Other,Other,601
2000,Florida,Franklin,Al Gore,DEM,2046
2000,Florida,Franklin,George W. Bush,REP,2454
2000,Florida,Franklin,Other,Other,144
2000,Florida,Gadsden,Al Gore,DEM,9735
2000,Florida,Gadsden,George W. Bush,REP,4767
2000,Florida,Gadsden,Other,Other,225
2000,Florida,Gilchrist,Al Gore,DEM,1910
2000,Florida,Gilchrist,George W. Bush,REP,3300
2000,Florida,Gilchrist,Other,Other,185
2000,Florida,Glades,Al Gore,DEM,1442
2000,Florida,Glades,George W. Bush,REP,1841
2000,Florida,Glades,Other,Other,82
2000,Florida,Gulf,Al Gore,DEM,2397
2000,Florida,Gulf,George W. Bush,REP,3550
2000,Florida,Gulf,Other,Other,197
2000,Florida,Hamilton,Al Gore,DEM,1722
2000,Florida,Hamilton,George W. Bush,REP,2146
2000,Florida,Hamilton,Other,Other,96
2000,Florida,Hardee,Al Gore,DEM,2339
2000,Florida,Hardee,George W. Bush,REP,3765
2000,Florida,Hardee,Other,Other,129
2000,Florida,Hendry,Al Gore,DEM,3240
2000,Florida,Hendry,George W. Bush,REP,4747
2000,Florida,Hendry,Other,Other,152
2000,Florida,Hernando,Al Gore,DEM,32644
2000,Florida,Hernando,George W. Bush,REP,30646
2000,Florida,Hernando,Other,Other,1929
2000,Florida,Highlands,Al Gore,DEM,14167
2000,Florida,Highlands,George W. Bush,REP,20206
2000,Florida,Highlands,Other,Other,776
2000,Florida,Hillsborough,Al Gore,DEM,169557
2000,Florida,Hillsborough,George W. Bush,REP,180760
